Name,Artist,year
Hands To Myself,Selena Gomez,2016.0
When We Were Young,Adele,2015.0
Come Get Her,Rae Sremmurd,2015.0
Strip It Down,Luke Bryan,2015.0
Blase,Ty Dolla $ign,2015.0
New Americana,Halsey,2015.0
Smoke Break,Carrie Underwood,2015.0
Irresistible,Fall Out Boy,2015.0
Dibs,Kelsea Ballerini,2015.0
Right Hand,Drake,2015.0
Dessert,Dawin,2015.0
Mark My Words,Justin Bieber,2015.0
Already Callin' You Mine,Parmalee,2015.0
Play No Games,Big Sean,2015.0
Backroad Song,Granger Smith,2015.0
Random,G,2015.0
Company,Justin Bieber,2016.0
No Pressure,Justin Bieber,2015.0
Sorry,Rick Ross,2015.0
Drifting,G,2015.0
Liquor,Chris Brown,2015.0
Beautiful Drug,Zac Brown Band,2015.0
Hello,Adele,2015.0
Sorry,Justin Bieber,2015.0
Hotline Bling,Drake,2015.0
What Do You Mean?,Justin Bieber,2015.0
The Hills,The Weeknd,2015.0
Stitches,Shawn Mendes,2015.0
Love Yourself,Justin Bieber,2015.0
Here,Alessia Cara,2015.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
Same Old Love,Selena Gomez,2015.0
679,Fetty Wap,2015.0
Ex's & Oh's,Elle King,2014.0
On My Mind,Ellie Goulding,2015.0
Wildest Dreams,Taylor Swift,2014.0
Jumpman,"Drake, Future",2015.0
Can't Feel My Face,The Weeknd,2015.0
Focus,Ariana Grande,2015.0
Watch Me,Silento,2015.0
Antidote,Travis Scott,2015.0
Confident,Demi Lovato,2015.0
White Iverson,Post Malone,2015.0
Die A Happy Man,Thomas Rhett,2015.0
Don't,Bryson Tiller,2014.0
Locked Away,R. City,2015.0
Perfect,One Direction,2015.0
Trap Queen,Fetty Wap,2014.0
Where Ya At,Future,2015.0
Say It,Tory Lanez,2015.0
Break Up In A Small Town,Sam Hunt,2014.0
Drag Me Down,One Direction,2015.0
I'll Show You,Justin Bieber,2015.0
Hit The Quan,iLoveMemphis,2015.0
Roses,The Chainsmokers,2015.0
In The Night,The Weeknd,2015.0
Good For You,Selena Gomez,2015.0
See You Again,Wiz Khalifa,2015.0
Renegades,X Ambassadors,2015.0
No Role Modelz,J. Cole,2014.0
Again,Fetty Wap,2015.0
My Way,Fetty Wap,2014.0
Stressed Out,twenty one pilots,2015.0
Back Up,DeJ Loaf,2015.0
Burning House,Cam,2015.0
Lay It All On Me,Rudimental,2015.0
Photograph,Ed Sheeran,2014.0
Nothin' Like You,Dan + Shay,2015.0
Used To Love You,Gwen Stefani,2015.0
Hide Away,Daya,2015.0
Adventure Of A Lifetime,Coldplay,2015.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
Gonna,Blake Shelton,2015.0
The Feeling,Justin Bieber,2015.0
Do It Like Me,DLOW,2010.0
WTF,Missy Elliott,2015.0
Exchange,Bryson Tiller,2015.0
Gonna Know We Were Here,Jason Aldean,2015.0
The Fix,Nelly,2015.0
I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",2015.0
Stay A Little Longer,Brothers Osborne,2015.0
"Me, Myself & I",G,2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Big Rings,"Drake, Future",2015.0
When We Were Young,Adele,2015.0
My House,Flo Rida,2015.0
Smoke Break,Carrie Underwood,2015.0
Cake By The Ocean,DNCE,2015.0
Back To Back,Drake,2015.0
Strip It Down,Luke Bryan,2015.0
Come Get Her,Rae Sremmurd,2015.0
I Got The Boy,Jana Kramer,2015.0
Top Of The World,Tim McGraw,2015.0
Mark My Words,Justin Bieber,2015.0
Blase,Ty Dolla $ign,2015.0
Liquor,Chris Brown,2015.0
Company,Justin Bieber,2016.0
Home Alone Tonight,Luke Bryan,2015.0
Stand By You,Rachel Platten,2015.0
Best Friend,Young Thug,2015.0
Down In The DM,Yo Gotti,2016.0
No Pressure,Justin Bieber,2015.0
One Call Away,Charlie Puth,2015.0
No Sense,Justin Bieber,2015.0
Dibs,Kelsea Ballerini,2015.0
Right Hand,Drake,2015.0
Play No Games,Big Sean,2015.0
Irresistible,Fall Out Boy,2015.0
New Americana,Halsey,2015.0
Daddy,PSY,2015.0
Let Me See Ya Girl,Cole Swindell,2014.0
Already Callin' You Mine,Parmalee,2015.0
Hello,Adele,2015.0
Sorry,Justin Bieber,2015.0
Hotline Bling,Drake,2015.0
What Do You Mean?,Justin Bieber,2015.0
The Hills,The Weeknd,2015.0
Stitches,Shawn Mendes,2015.0
Love Yourself,Justin Bieber,2015.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
679,Fetty Wap,2015.0
Here,Alessia Cara,2015.0
Same Old Love,Selena Gomez,2015.0
Ex's & Oh's,Elle King,2014.0
Wildest Dreams,Taylor Swift,2014.0
Watch Me,Silento,2015.0
On My Mind,Ellie Goulding,2015.0
Focus,Ariana Grande,2015.0
Can't Feel My Face,The Weeknd,2015.0
Jumpman,"Drake, Future",2015.0
Antidote,Travis Scott,2015.0
When We Were Young,Adele,2015.0
Hit The Quan,iLoveMemphis,2015.0
Locked Away,R. City,2015.0
White Iverson,Post Malone,2015.0
Trap Queen,Fetty Wap,2014.0
Perfect,One Direction,2015.0
Confident,Demi Lovato,2015.0
Die A Happy Man,Thomas Rhett,2015.0
Drag Me Down,One Direction,2015.0
I'll Show You,Justin Bieber,2015.0
Don't,Bryson Tiller,2014.0
Where Ya At,Future,2015.0
My Way,Fetty Wap,2014.0
See You Again,Wiz Khalifa,2015.0
Say It,Tory Lanez,2015.0
Renegades,X Ambassadors,2015.0
Break Up In A Small Town,Sam Hunt,2014.0
Good For You,Selena Gomez,2015.0
Again,Fetty Wap,2015.0
No Role Modelz,J. Cole,2014.0
Do It Like Me,DLOW,2010.0
The Feeling,Justin Bieber,2015.0
Back Up,DeJ Loaf,2015.0
Photograph,Ed Sheeran,2014.0
Burning House,Cam,2015.0
Lay It All On Me,Rudimental,2015.0
Roses,The Chainsmokers,2015.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
Adventure Of A Lifetime,Coldplay,2015.0
In The Night,The Weeknd,2015.0
I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Stressed Out,twenty one pilots,2015.0
Nothin' Like You,Dan + Shay,2015.0
Smoke Break,Carrie Underwood,2015.0
Mark My Words,Justin Bieber,2015.0
Hide Away,Daya,2015.0
Gonna,Blake Shelton,2015.0
Come Get Her,Rae Sremmurd,2015.0
Strip It Down,Luke Bryan,2015.0
The Fix,Nelly,2015.0
Back To Back,Drake,2015.0
Gonna Know We Were Here,Jason Aldean,2015.0
Stay A Little Longer,Brothers Osborne,2015.0
Water Under The Bridge,Adele,2015.0
Exchange,Bryson Tiller,2015.0
WTF,Missy Elliott,2015.0
Company,Justin Bieber,2016.0
No Pressure,Justin Bieber,2015.0
Big Rings,"Drake, Future",2015.0
Blase,Ty Dolla $ign,2015.0
Used To Love You,Gwen Stefani,2015.0
No Sense,Justin Bieber,2015.0
Tennessee Whiskey,Chris Stapleton,2015.0
I Got The Boy,Jana Kramer,2015.0
Top Of The World,Tim McGraw,2015.0
My House,Flo Rida,2015.0
Liquor,Chris Brown,2015.0
"Me, Myself & I",G,2015.0
Cake By The Ocean,DNCE,2015.0
Remedy,Adele,2015.0
Life Is Worth Living,Justin Bieber,2015.0
Let Me See Ya Girl,Cole Swindell,2014.0
Stand By You,Rachel Platten,2015.0
Right Hand,Drake,2015.0
Love Myself,Hailee Steinfeld,2015.0
Dibs,Kelsea Ballerini,2015.0
Ginza,J Balvin,2015.0
RGF Island,Fetty Wap,2015.0
Home Alone Tonight,Luke Bryan,2015.0
Best Friend,Young Thug,2015.0
Play No Games,Big Sean,2015.0
Hello,Adele,2015.0
Sorry,Justin Bieber,2015.0
Hotline Bling,Drake,2015.0
Love Yourself,Justin Bieber,2015.0
What Do You Mean?,Justin Bieber,2015.0
The Hills,The Weeknd,2015.0
Stitches,Shawn Mendes,2015.0
679,Fetty Wap,2015.0
Wildest Dreams,Taylor Swift,2014.0
Here,Alessia Cara,2015.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
Ex's & Oh's,Elle King,2014.0
Same Old Love,Selena Gomez,2015.0
Focus,Ariana Grande,2015.0
On My Mind,Ellie Goulding,2015.0
Jumpman,"Drake, Future",2015.0
Can't Feel My Face,The Weeknd,2015.0
Watch Me,Silento,2015.0
I'll Show You,Justin Bieber,2015.0
Locked Away,R. City,2015.0
WTF,Missy Elliott,2015.0
Antidote,Travis Scott,2015.0
Die A Happy Man,Thomas Rhett,2015.0
Renegades,X Ambassadors,2015.0
Hit The Quan,iLoveMemphis,2015.0
White Iverson,Post Malone,2015.0
Trap Queen,Fetty Wap,2014.0
The Feeling,Justin Bieber,2015.0
Good For You,Selena Gomez,2015.0
Where Ya At,Future,2015.0
Confident,Demi Lovato,2015.0
Perfect,One Direction,2015.0
Don't,Bryson Tiller,2014.0
My Way,Fetty Wap,2014.0
Drag Me Down,One Direction,2015.0
See You Again,Wiz Khalifa,2015.0
Mark My Words,Justin Bieber,2015.0
Break Up In A Small Town,Sam Hunt,2014.0
Again,Fetty Wap,2015.0
Photograph,Ed Sheeran,2014.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
No Pressure,Justin Bieber,2015.0
Lay It All On Me,Rudimental,2015.0
Say It,Tory Lanez,2015.0
No Role Modelz,J. Cole,2014.0
Company,Justin Bieber,2016.0
No Sense,Justin Bieber,2015.0
Back Up,DeJ Loaf,2015.0
Smoke Break,Carrie Underwood,2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Burning House,Cam,2015.0
Do It Like Me,DLOW,2010.0
Nothin' Like You,Dan + Shay,2015.0
Gonna,Blake Shelton,2015.0
Roses,The Chainsmokers,2015.0
Blase,Ty Dolla $ign,2015.0
Break Up With Him,Old Dominion,2015.0
Come Get Her,Rae Sremmurd,2015.0
Tennessee Whiskey,Chris Stapleton,2015.0
Life Is Worth Living,Justin Bieber,2015.0
Back To Back,Drake,2015.0
Stressed Out,twenty one pilots,2015.0
Strip It Down,Luke Bryan,2015.0
The Fix,Nelly,2015.0
Adventure Of A Lifetime,Coldplay,2015.0
Gonna Know We Were Here,Jason Aldean,2015.0
Children,Justin Bieber,2015.0
Hide Away,Daya,2015.0
Big Rings,"Drake, Future",2015.0
Stay A Little Longer,Brothers Osborne,2015.0
Exchange,Bryson Tiller,2015.0
Liquor,Chris Brown,2015.0
Let Me See Ya Girl,Cole Swindell,2014.0
Been You,Justin Bieber,2015.0
I Got The Boy,Jana Kramer,2015.0
If I Could Fly,One Direction,2015.0
Love Myself,Hailee Steinfeld,2015.0
Top Of The World,Tim McGraw,2015.0
In The Night,The Weeknd,2015.0
Olivia,One Direction,2015.0
"Me, Myself & I",G,2015.0
Get Used To It,Justin Bieber,2015.0
Right Hand,Drake,2015.0
Cake By The Ocean,DNCE,2015.0
A.M.,One Direction,2015.0
RGF Island,Fetty Wap,2015.0
Temporary Fix,One Direction,2015.0
I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",2015.0
Trust,Justin Bieber,2015.0
My House,Flo Rida,2015.0
Never Enough,One Direction,2015.0
Hello,Adele,2015.0
Hotline Bling,Drake,2015.0
Sorry,Justin Bieber,2015.0
The Hills,The Weeknd,2015.0
Stitches,Shawn Mendes,2015.0
What Do You Mean?,Justin Bieber,2015.0
679,Fetty Wap,2015.0
Wildest Dreams,Taylor Swift,2014.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
Ex's & Oh's,Elle King,2014.0
Here,Alessia Cara,2015.0
Can't Feel My Face,The Weeknd,2015.0
Focus,Ariana Grande,2015.0
Same Old Love,Selena Gomez,2015.0
On My Mind,Ellie Goulding,2015.0
Jumpman,"Drake, Future",2015.0
Locked Away,R. City,2015.0
Watch Me,Silento,2015.0
Tennessee Whiskey,Chris Stapleton,2015.0
Renegades,X Ambassadors,2015.0
Trap Queen,Fetty Wap,2014.0
Hit The Quan,iLoveMemphis,2015.0
Antidote,Travis Scott,2015.0
Die A Happy Man,Thomas Rhett,2015.0
Good For You,Selena Gomez,2015.0
I'll Show You,Justin Bieber,2015.0
White Iverson,Post Malone,2015.0
Drag Me Down,One Direction,2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Where Ya At,Future,2015.0
Confident,Demi Lovato,2015.0
See You Again,Wiz Khalifa,2015.0
My Way,Fetty Wap,2014.0
Photograph,Ed Sheeran,2014.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
Shut Up And Dance,WALK THE MOON,2014.0
Perfect,One Direction,2015.0
Again,Fetty Wap,2015.0
Don't,Bryson Tiller,2014.0
Break Up In A Small Town,Sam Hunt,2014.0
Thinking Out Loud,Ed Sheeran,2014.0
Smoke Break,Carrie Underwood,2015.0
Fight Song,Rachel Platten,2015.0
Lay It All On Me,Rudimental,2015.0
No Role Modelz,J. Cole,2014.0
Burning House,Cam,2015.0
Strip It Down,Luke Bryan,2015.0
Break Up With Him,Old Dominion,2015.0
Back Up,DeJ Loaf,2015.0
Adventure Of A Lifetime,Coldplay,2015.0
Back To Back,Drake,2015.0
Say It,Tory Lanez,2015.0
Come Get Her,Rae Sremmurd,2015.0
Gonna,Blake Shelton,2015.0
Let Me See Ya Girl,Cole Swindell,2014.0
Do It Like Me,DLOW,2010.0
Nothin' Like You,Dan + Shay,2015.0
Blase,Ty Dolla $ign,2015.0
Roses,The Chainsmokers,2015.0
History,One Direction,2015.0
The Fix,Nelly,2015.0
Love Myself,Hailee Steinfeld,2015.0
Liquor,Chris Brown,2015.0
Stressed Out,twenty one pilots,2015.0
Big Rings,"Drake, Future",2015.0
Hide Away,Daya,2015.0
Stay A Little Longer,Brothers Osborne,2015.0
Writing's On The Wall,Sam Smith,2015.0
Gonna Know We Were Here,Jason Aldean,2015.0
Alive,Sia,2015.0
Exchange,Bryson Tiller,2015.0
I Got The Boy,Jana Kramer,2015.0
Right Hand,Drake,2015.0
Anything Goes,Florida Georgia Line,2015.0
Top Of The World,Tim McGraw,2015.0
Cool For The Summer,Demi Lovato,2015.0
Comfortable,K Camp,2015.0
Save It For A Rainy Day,Kenny Chesney,2014.0
RGF Island,Fetty Wap,2015.0
Diamonds Dancing,"Drake, Future",2015.0
Cake By The Ocean,DNCE,2015.0
Traveller,Chris Stapleton,2015.0
"Me, Myself & I",G,2015.0
WTF,Missy Elliott,2015.0
Dibs,Kelsea Ballerini,2015.0
Stand By You,Rachel Platten,2015.0
Hold My Hand,Jess Glynne,2015.0
My House,Flo Rida,2015.0
Ginza,J Balvin,2015.0
Play No Games,Big Sean,2015.0
Levels,Nick Jonas,2015.0
Beautiful Drug,Zac Brown Band,2015.0
Hello,Adele,2015.0
Hotline Bling,Drake,2015.0
The Hills,The Weeknd,2015.0
Sorry,Justin Bieber,2015.0
What Do You Mean?,Justin Bieber,2015.0
Stitches,Shawn Mendes,2015.0
Focus,Ariana Grande,2015.0
Wildest Dreams,Taylor Swift,2014.0
679,Fetty Wap,2015.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
Locked Away,R. City,2015.0
Ex's & Oh's,Elle King,2014.0
Here,Alessia Cara,2015.0
Can't Feel My Face,The Weeknd,2015.0
Watch Me,Silento,2015.0
Jumpman,"Drake, Future",2015.0
Same Old Love,Selena Gomez,2015.0
On My Mind,Ellie Goulding,2015.0
Renegades,X Ambassadors,2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Hit The Quan,iLoveMemphis,2015.0
Tennessee Whiskey,Chris Stapleton,2015.0
Trap Queen,Fetty Wap,2014.0
Good For You,Selena Gomez,2015.0
Drag Me Down,One Direction,2015.0
Antidote,Travis Scott,2015.0
Die A Happy Man,Thomas Rhett,2015.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
Where Ya At,Future,2015.0
Confident,Demi Lovato,2015.0
Photograph,Ed Sheeran,2014.0
See You Again,Wiz Khalifa,2015.0
My Way,Fetty Wap,2014.0
White Iverson,Post Malone,2015.0
Shut Up And Dance,WALK THE MOON,2014.0
Again,Fetty Wap,2015.0
Fight Song,Rachel Platten,2015.0
Thinking Out Loud,Ed Sheeran,2014.0
Break Up In A Small Town,Sam Hunt,2014.0
Strip It Down,Luke Bryan,2015.0
Perfect,One Direction,2015.0
Break Up With Him,Old Dominion,2015.0
Smoke Break,Carrie Underwood,2015.0
Want To Want Me,Jason Derulo,2015.0
I'll Show You,Justin Bieber,2015.0
Back To Back,Drake,2015.0
Don't,Bryson Tiller,2014.0
Back Up,DeJ Loaf,2015.0
Burning House,Cam,2015.0
No Role Modelz,J. Cole,2014.0
All Eyes On You,Meek Mill,2015.0
Come Get Her,Rae Sremmurd,2015.0
Lay It All On Me,Rudimental,2015.0
Love Myself,Hailee Steinfeld,2015.0
Let Me See Ya Girl,Cole Swindell,2014.0
Nothin' Like You,Dan + Shay,2015.0
Gonna,Blake Shelton,2015.0
Say It,Tory Lanez,2015.0
Anything Goes,Florida Georgia Line,2015.0
Blase,Ty Dolla $ign,2015.0
Liquor,Chris Brown,2015.0
Roses,The Chainsmokers,2015.0
The Fix,Nelly,2015.0
Big Rings,"Drake, Future",2015.0
Stressed Out,twenty one pilots,2015.0
Cool For The Summer,Demi Lovato,2015.0
Stay A Little Longer,Brothers Osborne,2015.0
Right Hand,Drake,2015.0
Save It For A Rainy Day,Kenny Chesney,2014.0
Hide Away,Daya,2015.0
Comfortable,K Camp,2015.0
I Got The Boy,Jana Kramer,2015.0
Gonna Know We Were Here,Jason Aldean,2015.0
Diamonds Dancing,"Drake, Future",2015.0
RGF Island,Fetty Wap,2015.0
Top Of The World,Tim McGraw,2015.0
"Me, Myself & I",G,2015.0
Levels,Nick Jonas,2015.0
Cake By The Ocean,DNCE,2015.0
Exchange,Bryson Tiller,2015.0
Hold My Hand,Jess Glynne,2015.0
Dibs,Kelsea Ballerini,2015.0
Ginza,J Balvin,2015.0
New Americana,Halsey,2015.0
Play No Games,Big Sean,2015.0
Scholarships,"Drake, Future",2015.0
Beautiful Drug,Zac Brown Band,2015.0
Already Callin' You Mine,Parmalee,2015.0
Jugg,Fetty Wap,2015.0
Emperor's New Clothes,Panic! At The Disco,2015.0
Digital Dash,"Drake, Future",2015.0
We Went,Randy Houser,2015.0
Hello,Adele,2015.0
Sorry,Justin Bieber,2015.0
Hotline Bling,Drake,2015.0
The Hills,The Weeknd,2015.0
What Do You Mean?,Justin Bieber,2015.0
Stitches,Shawn Mendes,2015.0
Wildest Dreams,Taylor Swift,2014.0
679,Fetty Wap,2015.0
Locked Away,R. City,2015.0
Can't Feel My Face,The Weeknd,2015.0
Watch Me,Silento,2015.0
Ex's & Oh's,Elle King,2014.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
Jumpman,"Drake, Future",2015.0
Here,Alessia Cara,2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Same Old Love,Selena Gomez,2015.0
On My Mind,Ellie Goulding,2015.0
Renegades,X Ambassadors,2015.0
Good For You,Selena Gomez,2015.0
Hit The Quan,iLoveMemphis,2015.0
Trap Queen,Fetty Wap,2014.0
Drag Me Down,One Direction,2015.0
Photograph,Ed Sheeran,2014.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
My Way,Fetty Wap,2014.0
Perfect,One Direction,2015.0
See You Again,Wiz Khalifa,2015.0
Where Ya At,Future,2015.0
Antidote,Travis Scott,2015.0
Die A Happy Man,Thomas Rhett,2015.0
Confident,Demi Lovato,2015.0
Shut Up And Dance,WALK THE MOON,2014.0
White Iverson,Post Malone,2015.0
Fight Song,Rachel Platten,2015.0
Strip It Down,Luke Bryan,2015.0
Thinking Out Loud,Ed Sheeran,2014.0
Again,Fetty Wap,2015.0
Back To Back,Drake,2015.0
Break Up With Him,Old Dominion,2015.0
All Eyes On You,Meek Mill,2015.0
Want To Want Me,Jason Derulo,2015.0
Love Myself,Hailee Steinfeld,2015.0
Sugar,Maroon 5,2015.0
Burning House,Cam,2015.0
Smoke Break,Carrie Underwood,2015.0
Break Up In A Small Town,Sam Hunt,2014.0
No Role Modelz,J. Cole,2014.0
Don't,Bryson Tiller,2014.0
Anything Goes,Florida Georgia Line,2015.0
Come Get Her,Rae Sremmurd,2015.0
Cool For The Summer,Demi Lovato,2015.0
Back Up,DeJ Loaf,2015.0
Let Me See Ya Girl,Cole Swindell,2014.0
Levels,Nick Jonas,2015.0
Marvin Gaye,Charlie Puth,2015.0
Lay It All On Me,Rudimental,2015.0
Nothin' Like You,Dan + Shay,2015.0
Big Rings,"Drake, Future",2015.0
Liquor,Chris Brown,2015.0
Blase,Ty Dolla $ign,2015.0
Right Hand,Drake,2015.0
Emperor's New Clothes,Panic! At The Disco,2015.0
Comfortable,K Camp,2015.0
Gonna,Blake Shelton,2015.0
Roses,The Chainsmokers,2015.0
Say It,Tory Lanez,2015.0
The Fix,Nelly,2015.0
Home,One Direction,2015.0
Diamonds Dancing,"Drake, Future",2015.0
Stressed Out,twenty one pilots,2015.0
Stay A Little Longer,Brothers Osborne,2015.0
RGF Island,Fetty Wap,2015.0
Save It For A Rainy Day,Kenny Chesney,2014.0
Hide Away,Daya,2015.0
I Got The Boy,Jana Kramer,2015.0
Used To Love You Sober,Kane Brown,2015.0
Cake By The Ocean,DNCE,2015.0
Used To Love You,Gwen Stefani,2015.0
Gonna Know We Were Here,Jason Aldean,2015.0
Hold My Hand,Jess Glynne,2015.0
New Americana,Halsey,2015.0
Top Of The World,Tim McGraw,2015.0
Digital Dash,"Drake, Future",2015.0
Nothing But Trouble,"Lil Wayne, Charlie Puth",2015.0
Ginza,J Balvin,2015.0
Dibs,Kelsea Ballerini,2015.0
Scholarships,"Drake, Future",2015.0
Powerful,Major Lazer,2015.0
Exchange,Bryson Tiller,2015.0
Jugg,Fetty Wap,2015.0
100,The Game,2015.0
The Hills,The Weeknd,2015.0
Hotline Bling,Drake,2015.0
What Do You Mean?,Justin Bieber,2015.0
Stitches,Shawn Mendes,2015.0
Wildest Dreams,Taylor Swift,2014.0
679,Fetty Wap,2015.0
Can't Feel My Face,The Weeknd,2015.0
Locked Away,R. City,2015.0
Watch Me,Silento,2015.0
Perfect,One Direction,2015.0
Jumpman,"Drake, Future",2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Good For You,Selena Gomez,2015.0
Ex's & Oh's,Elle King,2014.0
Same Old Love,Selena Gomez,2015.0
Renegades,X Ambassadors,2015.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
On My Mind,Ellie Goulding,2015.0
Here,Alessia Cara,2015.0
Hit The Quan,iLoveMemphis,2015.0
Trap Queen,Fetty Wap,2014.0
Drag Me Down,One Direction,2015.0
Photograph,Ed Sheeran,2014.0
My Way,Fetty Wap,2014.0
See You Again,Wiz Khalifa,2015.0
Where Ya At,Future,2015.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
Confident,Demi Lovato,2015.0
Strip It Down,Luke Bryan,2015.0
Shut Up And Dance,WALK THE MOON,2014.0
Fight Song,Rachel Platten,2015.0
Antidote,Travis Scott,2015.0
Die A Happy Man,Thomas Rhett,2015.0
Love Myself,Hailee Steinfeld,2015.0
Thinking Out Loud,Ed Sheeran,2014.0
Back To Back,Drake,2015.0
Again,Fetty Wap,2015.0
Cool For The Summer,Demi Lovato,2015.0
All Eyes On You,Meek Mill,2015.0
White Iverson,Post Malone,2015.0
Want To Want Me,Jason Derulo,2015.0
Sugar,Maroon 5,2015.0
Break Up With Him,Old Dominion,2015.0
Levels,Nick Jonas,2015.0
Flex,Rich Homie Quan,2015.0
Worth It,Fifth Harmony,2015.0
Burning House,Cam,2015.0
No Role Modelz,J. Cole,2014.0
Marvin Gaye,Charlie Puth,2015.0
Anything Goes,Florida Georgia Line,2015.0
Smoke Break,Carrie Underwood,2015.0
Big Rings,"Drake, Future",2015.0
Come Get Her,Rae Sremmurd,2015.0
Break Up In A Small Town,Sam Hunt,2014.0
Liquor,Chris Brown,2015.0
Let Me See Ya Girl,Cole Swindell,2014.0
Back Up,DeJ Loaf,2015.0
Comfortable,K Camp,2015.0
Nothin' Like You,Dan + Shay,2015.0
Don't,Bryson Tiller,2014.0
Diamonds Dancing,"Drake, Future",2015.0
Lose My Mind,Brett Eldredge,2015.0
Right Hand,Drake,2015.0
RGF Island,Fetty Wap,2015.0
Blase,Ty Dolla $ign,2015.0
Save It For A Rainy Day,Kenny Chesney,2014.0
This Could Be Us,Rae Sremmurd,2015.0
Lay It All On Me,Rudimental,2015.0
Gonna,Blake Shelton,2015.0
The Fix,Nelly,2015.0
Digital Dash,"Drake, Future",2015.0
"John Cougar, John Deere, John 3:16",Keith Urban,2015.0
Cake By The Ocean,DNCE,2015.0
Stay A Little Longer,Brothers Osborne,2015.0
Stressed Out,twenty one pilots,2015.0
Scholarships,"Drake, Future",2015.0
Powerful,Major Lazer,2015.0
Ginza,J Balvin,2015.0
Hide Away,Daya,2015.0
Nothing But Trouble,"Lil Wayne, Charlie Puth",2015.0
New Americana,Halsey,2015.0
100,The Game,2015.0
Hold My Hand,Jess Glynne,2015.0
Say It,Tory Lanez,2015.0
I Got The Boy,Jana Kramer,2015.0
Gonna Know We Were Here,Jason Aldean,2015.0
Live From The Gutter,"Drake, Future",2015.0
Top Of The World,Tim McGraw,2015.0
Roses,The Chainsmokers,2015.0
I'm The Plug,"Drake, Future",2015.0
Home,One Direction,2015.0
Irresistible,Fall Out Boy,2015.0
Can't Sleep Love,Pentatonix,2015.0
The Hills,The Weeknd,2015.0
Hotline Bling,Drake,2015.0
What Do You Mean?,Justin Bieber,2015.0
679,Fetty Wap,2015.0
Stitches,Shawn Mendes,2015.0
Wildest Dreams,Taylor Swift,2014.0
Can't Feel My Face,The Weeknd,2015.0
Locked Away,R. City,2015.0
Watch Me,Silento,2015.0
Good For You,Selena Gomez,2015.0
Downtown,"Macklemore, Ryan Lewis",2015.0
Jumpman,"Drake, Future",2015.0
Hit The Quan,iLoveMemphis,2015.0
Ex's & Oh's,Elle King,2014.0
Photograph,Ed Sheeran,2014.0
Same Old Love,Selena Gomez,2015.0
Trap Queen,Fetty Wap,2014.0
Renegades,X Ambassadors,2015.0
My Way,Fetty Wap,2014.0
On My Mind,Ellie Goulding,2015.0
Here,Alessia Cara,2015.0
Like I'm Gonna Lose You,Meghan Trainor,2015.0
See You Again,Wiz Khalifa,2015.0
Drag Me Down,One Direction,2015.0
Where Ya At,Future,2015.0
Shut Up And Dance,WALK THE MOON,2014.0
Strip It Down,Luke Bryan,2015.0
How Deep Is Your Love,"Calvin Harris, Disciples",2015.0
Fight Song,Rachel Platten,2015.0
